video,track_id,frame_count,move_distance
C021_A20_SY15_P01_S03_01NAS,85,3,3.497987364213974
C021_A20_SY15_P01_S03_01NAS,87,41,97.23429614215073
C021_A20_SY15_P01_S03_01NAS,91,10,4.389506608273341
C021_A20_SY15_P01_S03_01NAS,92,1,0.0
C021_A20_SY15_P01_S03_01NAS,94,13,24.30319873256531
C021_A20_SY15_P01_S03_01NAS,95,20,24.434226677626558
C021_A20_SY15_P01_S03_01NAS,96,24,16.252332714543147
C021_A20_SY15_P01_S03_01NBS,98,599,1676.041931959154
C021_A20_SY15_P01_S03_01NBS,99,46,60.740009186414085
C021_A20_SY15_P01_S03_01NBS,103,388,377.3453638343642
C021_A20_SY15_P01_S03_02NAS,98,600,1781.3085849654492
C021_A20_SY15_P01_S03_02NAS,106,6,13.225807315275093
C021_A20_SY15_P01_S03_02NAS,108,6,8.131463148364919
C021_A20_SY15_P01_S03_02NAS,109,3,5.423779954044921
C021_A20_SY15_P01_S03_02NAS,111,86,171.470180837429
C021_A20_SY15_P01_S03_02NAS,113,1,0.0
C021_A20_SY15_P01_S03_02NAS,114,10,16.519151867086727
C021_A20_SY15_P01_S03_02NAS,115,10,12.043156825819816
C021_A20_SY15_P01_S03_02NAS,119,4,0.8924165828516109
C021_A20_SY15_P01_S03_02NAS,122,5,7.333669167613505
C021_A20_SY15_P01_S03_02NAS,123,11,19.383550025345247
C021_A20_SY15_P01_S03_02NAS,124,7,11.356901042701061
C021_A20_SY15_P01_S03_02NAS,127,3,5.39074218274593
C021_A20_SY15_P01_S03_02NAS,133,10,5.335035140086866
C021_A20_SY15_P01_S03_02NAS,134,4,0.4115286100088523
C021_A20_SY15_P01_S03_02NAS,135,12,5.132382921379645
C021_A20_SY15_P01_S03_02NAS,136,9,37.354032405090166
C021_A20_SY15_P01_S03_02NBS,137,599,1977.6552191252097
C021_A20_SY15_P01_S03_02NBS,138,46,132.8476127920297
C021_A20_SY15_P01_S03_02NBS,140,15,69.43427856936549
C021_A20_SY15_P01_S03_02NBS,141,57,53.32904662065854
C021_A20_SY15_P01_S03_02NBS,144,188,197.2336453335501
C021_A20_SY15_P01_S04_01DAS,148,599,2416.541492143502
C021_A20_SY15_P01_S04_01DAS,149,1,0.0
C021_A20_SY15_P01_S04_01DAS,150,14,3.9649280844072843
C021_A20_SY15_P01_S04_01DAS,151,4,3.4691282343073766
C021_A20_SY15_P01_S04_01DBS,155,599,2246.3653651599266
C021_A20_SY15_P01_S04_01DBS,162,5,26.81673939358383
C021_A20_SY15_P01_S04_01DBS,164,3,10.67059105793517
C021_A20_SY15_P01_S04_01DBS,165,42,48.50527109743228
